zip,lat,lng,city,state_id,population,density,county_fips,timezone,zip0,weather_station_wmo_2024,hdd_base65F_2024,cdd_base65F_2024,distance_location_station_miles_2024,EPW_file_name_2024,Tdb_holes_2024,Tdew_holes_2024,RH_holes_2024,EnergyPlus Status,Missing Data,Extreme Temperature,Sudden Temp Jumps,Constant Temp Periods,Day-Night Swings,Summer Freezing,Winter Extreme Heat,Missing Temperature Data
36726,31.97324,-87.29099,Camden,AL,4884,7.2,1131,America/Chicago,36726,KPRN0,2079.0,2075.0,40.86195095,KPRN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
81138,37.02646,-105.62276,Jaroso,CO,58,1.0,8023,America/Denver,81138,72462,7605.0,106.0,31.14897959,72462_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
13407,42.96895,-74.94448,Mohawk,NY,5155,36.7,36043,America/New_York,13407,72515,6125.0,471.0,54.14820267,72515_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
64660,39.5709,-93.09382,Mendon,MO,539,2.6,29041,America/Chicago,64660,KCDJ0,4271.0,1351.0,31.14431605,KCDJ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
12071,42.55267,-74.42264,Fultonham,NY,398,16.6,36095,America/New_York,12071,72515,6125.0,471.0,44.40768915,72515_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
85553,33.81552,-111.22885,Tonto Basin,AZ,1634,2.1,4007,America/Phoenix,85553,KFFZ0,996.0,4894.0,37.76374395,KFFZ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
69121,41.5665,-101.69469,Arthur,NE,340,0.2,31005,America/Denver,69121,KOGA0,5732.0,976.0,31.12884048,KOGA0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
65791,36.56171,-91.50304,Thayer,MO,4900,14.4,29149,America/Chicago,65791,KUNO0,3378.0,1541.0,31.12409158,KUNO0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
58467,46.88114,-99.33368,Medina,ND,733,1.3,38093,America/Chicago,58467,KJMS0,7728.0,461.0,31.12313102,KJMS0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
12042,42.4021,-73.9202,Climax,NY,196,17.4,36039,America/New_York,12042,74410,6307.0,452.0,32.68206715,74410_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57766,43.39823,-103.20234,Oral,SD,219,0.7,46047,America/Denver,57766,KCUT0,7268.0,373.0,31.11881043,KCUT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
49879,46.36208,-88.0317,Republic,MI,936,2.6,26103,America/Detroit,49879,KIMT0,7144.0,316.0,37.77409303,KIMT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
63452,40.09119,-91.78605,Lewistown,MO,1289,5.2,29111,America/Chicago,63452,KEOK0,4704.0,1158.0,31.68972768,KEOK0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
39747,33.40855,-89.55494,Kilmichael,MS,1580,4.0,28097,America/Chicago,39747,KGWO0,1949.0,2719.0,31.10908734,KGWO0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
71663,33.22983,-91.43136,Portland,AR,510,2.5,5003,America/Chicago,71663,74768,1992.0,2630.0,31.10520682,74768_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
95514,40.29127,-123.65249,Blocksburg,CA,117,0.5,6023,America/Los_Angeles,95514,KFOT0,4823.0,6.0,31.10111777,KFOT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Good,Good,Good,Good
71486,31.64932,-93.61818,Zwolle,LA,5344,20.4,22085,America/Chicago,71486,KIER0,1683.0,2697.0,31.09487138,KIER0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
64784,37.66688,-94.23413,Sheldon,MO,1126,3.9,29217,America/Chicago,64784,KPTS0,3575.0,1630.0,31.08905978,KPTS0_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
81063,38.44559,-103.78268,Ordway,CO,2867,2.7,8025,America/Denver,81063,72463,4930.0,1412.0,31.08819899,72463_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
83254,42.32833,-111.26807,Montpelier,ID,3760,3.0,16007,America/Boise,83254,KAFO0,9472.0,20.0,31.08780524,KAFO0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good
88343,33.2258,-105.07714,Picacho,NM,5,0.0,35027,America/Denver,88343,KSRR0,4263.0,640.0,31.08315905,KSRR0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
83546,46.56739,-115.81731,Pierce,ID,504,4.6,16035,America/Los_Angeles,83546,KP690,5640.0,446.0,31.07935989,KP690_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79567,31.97769,-99.95308,Winters,TX,3352,4.1,48399,America/Chicago,79567,KCOM0,1851.0,2823.0,33.58157698,KCOM0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
13473,43.64444,-75.46384,Turin,NY,642,5.4,36049,America/New_York,13473,74370,6208.0,571.0,31.07225849,74370_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
75555,32.94688,-94.13833,Bivins,TX,1672,5.8,48067,America/Chicago,75555,KASL0,1909.0,2417.0,31.06296739,KASL0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
58495,46.27701,-99.60082,Wishek,ND,1367,1.5,38051,America/Chicago,58495,K7L20,7856.0,449.0,31.05304101,K7L20_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Suspicious,Good,Good
71354,31.40667,-91.76946,Monterey,LA,1679,6.8,22029,America/Chicago,71354,KESF0,1622.0,2630.0,31.05107566,KESF0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
84537,39.32972,-111.19802,Orangeville,UT,1443,6.0,49015,America/Denver,84537,KPVU0,5267.0,1247.0,67.49291222,KPVU0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
78061,28.90171,-99.14689,Pearsall,TX,13034,9.1,48163,America/Chicago,78061,KCOT0,633.0,4691.0,31.05041158,KCOT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
95423,39.06486,-122.62739,Clearlake Oaks,CA,3757,14.1,6033,America/Los_Angeles,95423,KUKI0,2729.0,1377.0,31.04209957,KUKI0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57328,43.43242,-98.4403,Corsica,SD,1114,2.7,46043,America/Chicago,57328,72653,6523.0,754.0,49.56160882,72653_2024.epw,True,True,True,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
95560,40.16453,-123.83859,Redway,CA,1466,17.0,6023,America/Los_Angeles,95560,KFOT0,4823.0,6.0,31.04084402,KFOT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Good,Good,Good,Good
81334,37.11243,-108.54656,Towaoc,CO,1422,1.5,8083,America/Denver,81334,KFMN0,4972.0,1273.0,31.03944256,KFMN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
36470,31.53803,-87.55087,Perdue Hill,AL,178,1.9,1099,America/Chicago,36470,KGZH0,1758.0,2444.0,31.03325964,KGZH0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
12410,42.0699,-74.44976,Big Indian,NY,471,4.4,36111,America/New_York,12410,72515,6125.0,471.0,36.98720818,72515_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
82221,41.63837,-104.34292,Lagrange,WY,459,0.6,56015,America/Denver,82221,KTOR0,5932.0,889.0,31.0276376,KTOR0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
47201,39.15768,-85.9907,Columbus,IN,44127,83.3,18005,America/Indiana/Indianapolis,47201,KGEZ0,3969.0,1423.0,31.0255134,KGEZ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
77575,30.07534,-94.73395,Liberty,TX,16640,26.8,48291,America/Chicago,77575,KBMT0,1149.0,3000.0,31.02541225,KBMT0_2024.epw,True,True,True,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
47260,38.8361,-86.19866,Medora,IN,1811,12.6,18071,America/Indiana/Indianapolis,47260,KBMG0,4124.0,1212.0,31.02355005,KBMG0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
58562,46.37488,-102.00451,New Leipzig,ND,411,0.5,38037,America/Denver,58562,KD570,8155.0,390.0,31.02338435,KD570_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79739,31.76367,-101.51601,Garden City,TX,1213,0.9,48173,America/Chicago,79739,KBPG0,2145.0,2928.0,31.01978618,KBPG0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
57544,43.9455,-99.88774,Kennebec,SD,506,0.6,46085,America/Chicago,57544,72653,6523.0,754.0,31.01666937,72653_2024.epw,True,True,True,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
82929,41.55995,-109.84999,Little America,WY,127,4.3,56037,America/Denver,82929,KFBR0,7364.0,437.0,31.00254072,KFBR0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good
39638,31.22602,-90.9935,Gloster,MS,3220,7.1,28005,America/Chicago,39638,KMCB0,1675.0,2416.0,31.00087457,KMCB0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
72311,34.72386,-90.89147,Aubrey,AR,117,44.2,5077,America/Chicago,72311,KUTA0,2573.0,2164.0,30.9971758,KUTA0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
67513,38.44699,-99.54501,Alexander,KS,82,0.6,20165,America/Chicago,67513,KHYS0,4741.0,1439.0,30.99654626,KHYS0_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
80105,39.66096,-103.96166,Deer Trail,CO,1123,0.9,8005,America/Denver,80105,KLIC0,6181.0,741.0,30.99583099,KLIC0_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
81221,38.36242,-105.14438,Coal Creek,CO,346,91.9,8043,America/Denver,81221,72468,5217.0,891.0,30.99576149,72468_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
26342,39.03006,-80.84975,Coxs Mills,WV,184,1.5,54021,America/New_York,26342,KW220,4161.0,1277.0,30.99197706,KW220_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
28709,35.76386,-82.40612,Barnardsville,NC,2302,16.8,37021,America/New_York,28709,72315,3423.0,1015.0,30.98943731,72315_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
61436,40.86223,-90.21683,Gilson,IL,650,4.1,17095,America/Chicago,61436,72532,4592.0,1281.0,30.98873092,72532_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
26327,39.11964,-80.93878,Berea,WV,76,3.4,54085,America/New_York,26327,KPKB0,4162.0,1162.0,30.98275869,KPKB0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
17219,40.23127,-77.68563,Doylesburg,PA,384,11.2,42055,America/New_York,17219,KRVL0,4949.0,814.0,30.97937985,KRVL0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
36722,32.09152,-87.57346,Arlington,AL,298,3.6,1131,America/Chicago,36722,KGZH0,1758.0,2444.0,56.09781716,KGZH0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
58770,47.8844,-102.15792,Parshall,ND,1635,2.5,38061,America/Chicago,58770,KN600,8302.0,359.0,37.34601383,KN600_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
65608,36.89508,-92.68156,Ava,MO,9103,8.1,29067,America/Chicago,65608,72440,3572.0,1551.0,30.96338896,72440_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
18421,41.6645,-75.46973,Forest City,PA,5183,56.8,42115,America/New_York,18421,72513,5082.0,858.0,30.96196667,72513_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
26141,38.92113,-81.25213,Creston,WV,400,4.6,54013,America/New_York,26141,KPKB0,4162.0,1162.0,30.96168318,KPKB0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
69165,41.3071,-101.22877,Sutherland,NE,1927,1.8,31111,America/Chicago,69165,KOGA0,5732.0,976.0,30.95946698,KOGA0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59722,46.36252,-112.76562,Deer Lodge,MT,5737,6.1,30077,America/Denver,59722,72772,6744.0,635.0,41.4003843,72772_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
58345,48.30539,-98.36947,Lawton,ND,128,0.4,38071,America/Chicago,58345,K96D0,8377.0,382.0,48.78999238,K96D0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
25108,37.96733,-81.87435,Hewett,WV,403,21.4,54005,America/New_York,25108,72414,3726.0,1361.0,31.36114694,72414_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
12956,44.09325,-73.49542,Mineville,NY,1370,58.7,36031,America/New_York,12956,72617,5967.0,803.0,30.94737674,72617_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
70531,30.23273,-92.50828,Egan,LA,1496,20.8,22001,America/Chicago,70531,KIYA0,1186.0,2999.0,30.94667182,KIYA0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
79252,34.30503,-99.81699,Quanah,TX,3004,2.1,48197,America/Chicago,79252,72352,2722.0,2837.0,39.37609622,72352_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
89445,41.16908,-118.27422,Winnemucca,NV,16189,1.6,32013,America/Los_Angeles,89445,72583,5472.0,1134.0,30.92725748,72583_2024.epw,False,False,False,Good,Good,Good,Suspicious,Good,Suspicious,Good,Good,Good
65717,37.05958,-92.41495,Norwood,MO,3012,8.5,29229,America/Chicago,65717,KUNO0,3378.0,1541.0,30.92460383,KUNO0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57382,44.06162,-98.66741,Wessington Springs,SD,1376,1.2,46073,America/Chicago,57382,72654,6704.0,746.0,30.91951614,72654_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
97531,42.20427,-123.64943,Kerby,OR,1075,162.3,41033,America/Los_Angeles,97531,KBOK0,4245.0,173.0,34.02454412,KBOK0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
78338,26.89255,-97.76255,Armstrong,TX,51,0.8,48261,America/Chicago,78338,KBKS0,555.0,4133.0,30.91223372,KBKS0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
59469,47.20156,-110.70173,Raynesford,MT,158,0.6,30045,America/Denver,59469,KGFA0,6833.0,547.0,30.90788188,KGFA0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
67047,37.62477,-96.04727,Fall River,KS,675,1.6,20073,America/Chicago,67047,KCNU0,3336.0,2027.0,30.90494372,KCNU0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57477,45.04038,-98.16155,Turton,SD,166,0.7,46115,America/Chicago,57477,72659,6997.0,710.0,30.90410908,72659_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57788,44.6297,-103.19406,Vale,SD,402,0.7,46019,America/Denver,57788,72662,6276.0,914.0,40.68108247,72662_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
12494,41.9566,-74.29289,West Shokan,NY,628,12.9,36111,America/New_York,12494,KMGJ0,5606.0,638.0,30.89152571,KMGJ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
43944,40.43074,-80.77107,Richmond,OH,2221,29.9,39081,America/New_York,43944,KBVI0,4378.0,1160.0,30.89143002,KBVI0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
68852,41.16459,-99.12629,Litchfield,NE,520,1.8,31163,America/Chicago,68852,KEAR0,5402.0,957.0,30.87092551,KEAR0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
63956,37.2116,-90.51818,Patterson,MO,1442,7.3,29223,America/Chicago,63956,72330,3242.0,1717.0,30.87062249,72330_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
67031,37.40166,-97.64047,Conway Springs,KS,2607,9.0,20191,America/Chicago,67031,KAAO0,3778.0,1741.0,33.14657311,KAAO0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
65462,37.68637,-91.85894,Edgar Springs,MO,1451,5.9,29161,America/Chicago,65462,72442,3903.0,1281.0,30.8598402,72442_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
97436,43.64043,-123.59204,Elkton,OR,921,3.6,41019,America/Los_Angeles,97436,72690,3754.0,723.0,30.84867882,72690_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
20650,38.27242,-76.63437,Leonardtown,MD,14096,89.8,24037,America/New_York,20650,72404,3002.0,2002.0,30.84537163,72404_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
5770,43.8869,-73.3204,Shoreham,VT,943,8.8,50001,America/New_York,5770,KRUT0,6550.0,490.0,30.84478048,KRUT0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
58224,48.17233,-97.94363,Dahlen,ND,75,2.4,38063,America/Chicago,58224,KGFK0,7791.0,562.0,38.8009673,KGFK0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
79738,32.75712,-101.47555,Gail,TX,270,0.3,48033,America/Chicago,79738,KSNK0,2350.0,2853.0,30.83509871,KSNK0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
28766,35.25102,-82.61987,Penrose,NC,1222,81.0,37175,America/New_York,28766,KLQK0,2885.0,1575.0,30.83149296,KLQK0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
13325,43.57631,-75.52688,Constableville,NY,1067,5.3,36049,America/New_York,13325,74370,6208.0,571.0,34.30875292,74370_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
12853,43.68126,-74.0086,North Creek,NY,1577,7.0,36113,America/New_York,12853,72522,6173.0,604.0,30.82842934,72522_2024.epw,False,False,False,Good,Good,Good,Suspicious,Suspicious,Suspicious,Good,Good,Good
71860,33.30174,-93.48877,Stamps,AR,2208,7.8,5073,America/Chicago,71860,KTXK0,1802.0,3013.0,30.82071333,KTXK0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
98355,46.68689,-122.05559,Mineral,WA,917,1.9,53041,America/Los_Angeles,98355,KPLU0,4893.0,230.0,30.81787157,KPLU0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57052,43.29367,-97.71244,Olivet,SD,366,1.9,46067,America/Chicago,57052,KYKN0,6024.0,850.0,30.81774012,KYKN0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
82443,43.72509,-108.47146,Thermopolis,WY,4556,1.5,56017,America/Denver,82443,KWRL0,7390.0,589.0,30.81411914,KWRL0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
4841,44.12737,-69.13685,Rockland,ME,7190,216.2,23013,America/New_York,4841,KIWI0,6450.0,446.0,30.80791735,KIWI0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
88049,33.05048,-107.96276,Mimbres,NM,357,0.7,35017,America/Denver,88049,72272,3534.0,1534.0,30.80557541,72272_2024.epw,True,True,True,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
88112,34.86451,-103.17105,Broadview,NM,173,0.4,35009,America/Denver,88112,KCVS0,3379.0,1870.0,34.36784054,KCVS0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
26136,38.9663,-81.13614,Big Bend,WV,635,9.2,54013,America/New_York,26136,KPKB0,4162.0,1162.0,30.80004437,KPKB0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
28739,35.2636,-82.5464,Hendersonville,NC,21474,123.6,37089,America/New_York,28739,72315,3423.0,1015.0,31.20290822,72315_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
67480,38.9717,-97.40421,Solomon,KS,1701,4.0,20041,America/Chicago,67480,74545,4200.0,1774.0,30.79151467,74545_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
43901,40.22385,-80.86213,Adena,OH,1984,24.5,39013,America/New_York,43901,KAFJ0,4792.0,827.0,30.78865756,KAFJ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
40313,38.13047,-83.42092,Clearfield,KY,3316,33.6,21205,America/New_York,40313,KIOB0,3949.0,1132.0,30.78760633,KIOB0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
63381,38.98402,-91.25447,Truxton,MO,694,9.9,29219,America/Chicago,63381,KSUS0,3976.0,1398.0,39.32073486,KSUS0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
83677,45.08023,-115.53308,Yellow Pine,ID,0,0.0,16085,America/Boise,83677,KGIC0,6801.0,324.0,66.08428643,KGIC0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
59029,45.40732,-108.80085,Fromberg,MT,742,2.8,30009,America/Denver,59029,72677,6206.0,749.0,30.77423646,72677_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
84766,38.57636,-112.31712,Sevier,UT,344,2.5,49041,America/Denver,84766,72475,5472.0,1337.0,38.99817094,72475_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
47247,39.05961,-85.88811,Jonesville,IN,183,601.2,18005,America/Indiana/Indianapolis,47247,KGEZ0,3969.0,1423.0,36.44272927,KGEZ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
17217,40.23864,-77.72154,Concord,PA,219,21.9,42055,America/New_York,17217,KRVL0,4949.0,814.0,30.72179431,KRVL0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
36522,31.09178,-88.27135,Citronelle,AL,7685,13.5,1097,America/Chicago,36522,72223,1305.0,3022.0,30.72128367,72223_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
27824,35.52145,-76.03258,Engelhard,NC,2001,7.9,37095,America/New_York,27824,KHSE0,2019.0,1908.0,30.72078454,KHSE0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
50070,41.45566,-94.23822,Dexter,IA,1501,8.8,19001,America/Chicago,50070,KCSQ0,5357.0,929.0,30.70015779,KCSQ0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
69348,42.28163,-103.31798,Hemingford,NE,1561,0.7,31013,America/Denver,69348,KAIA0,6508.0,737.0,30.69942752,KAIA0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
95456,39.25969,-123.74759,Little River,CA,754,28.9,6045,America/Los_Angeles,95456,KUKI0,2729.0,1377.0,30.69732633,KUKI0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
97480,44.13581,-123.83571,Swisshome,OR,317,1.8,41039,America/Los_Angeles,97480,72693,4281.0,436.0,30.69632485,72693_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
57790,44.08293,-102.21554,Wall,SD,1043,0.5,46103,America/Denver,57790,KPHP0,6515.0,1014.0,30.69576046,KPHP0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
28704,35.46135,-82.57753,Arden,NC,19060,222.5,37021,America/New_York,28704,72315,3423.0,1015.0,30.69416897,72315_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
72584,36.14103,-91.84371,Violet Hill,AR,316,3.8,5065,America/Chicago,72584,KBVX0,2840.0,1884.0,30.69401702,KBVX0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
49654,45.07933,-85.98983,Leland,MI,519,5.8,26089,America/Detroit,49654,KTVC0,5648.0,660.0,30.69169492,KTVC0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
64505,39.8443,-94.834,Saint Joseph,MO,13017,111.4,29021,America/Chicago,64505,72446,4263.0,1403.0,38.19998081,72446_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
83670,44.01727,-116.30688,Sweet,ID,488,2.6,16045,America/Boise,83670,KEUL0,5287.0,1118.0,30.68282591,KEUL0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
36904,32.10202,-88.25861,Butler,AL,3738,6.4,1023,America/Chicago,36904,72234,1947.0,2445.0,32.86991176,72234_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
63942,36.55101,-91.07906,Gatewood,MO,709,3.2,29181,America/Chicago,63942,KARG0,3010.0,1882.0,30.67626738,KARG0_2024.epw,False,False,False,Good,Good,Good,Good,Good,Suspicious,Good,Good,Good
39338,32.11472,-89.22514,Louin,MS,3834,6.6,28061,America/Chicago,39338,KLUL0,1757.0,2516.0,30.67394711,KLUL0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
4764,46.41864,-68.56825,Oxbow,ME,30,0.2,23003,America/New_York,4764,72712,7787.0,360.0,40.53256257,72712_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
66843,38.22306,-96.73852,Cedar Point,KS,171,0.5,20017,America/Chicago,66843,KEMP0,3947.0,1625.0,30.67078784,KEMP0_2024.epw,False,False,False,Good,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good
